0922最后一次登陆前的等级,角色id,churn,角色,0922最后一次登陆后的等级,0922最后一次登陆升了多少等级,2日充值总值,战力,天书炼魔阵次数,仙门试炼次数,仙门试炼最高级,天书护送李英琼次数,天书保护苦行头陀次数,天书血魔幻境次数,天书圣焰战场次数,天书蟠桃园次数,banggong,isparty,首次炼魔阵等级,ispvp,isforge,Forge_time,Forge_success_rate,法宝修炼次数,融合法宝次数,玩家地区,kill_time,death_time,duanzao+1,duanzao+2,duanzao+3,duanzao+4,duanzao+5,duanzao+6,duanzao+7,duanzao+8,duanzao+9,duanzao+10,duanzao+11,duanzao+12,duanzao+13,whether_have_any_duanzao_+5
39,8102028182027403264,0,仙禽,39,0,60.0,39086.0,2,28,15,1,2,1,1,1,4755.0,1,35.0,1.0,1.0,8.0,100.0,35.0,0.0,菲律宾,0.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38,8102028182039592960,0,百花,38,0,0.0,35845.0,1,17,17,1,1,2,0,1,800.0,1,37.0,0.0,1.0,4.0,85.0,15.0,0.0,菲律宾,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
37,8102028182113845248,0,峨嵋,37,0,0.0,42679.0,0,12,12,0,0,0,2,0,0.0,0,0.0,1.0,1.0,38.0,100.0,33.0,0.0,菲律宾,3.0,16.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
35,8102028182152511488,1,青城,37,2,0.0,31667.0,1,13,11,0,0,0,2,0,0.0,0,36.0,1.0,1.0,13.0,100.0,15.0,1.0,菲律宾,3.0,20.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
39,8102028182162505728,0,百花,39,0,60.0,43847.0,1,13,13,0,0,0,1,1,300.0,1,36.0,1.0,1.0,18.0,30.0,20.0,0.0,菲律宾,3.0,6.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
34,8102028182188621824,1,峨嵋,34,0,0.0,31292.0,1,10,10,0,0,1,0,0,1005.0,1,26.0,0.0,1.0,15.0,80.0,14.0,1.0,菲律宾,0.0,6.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
42,8102028182222995456,1,峨嵋,42,0,60.0,71859.0,1,17,17,1,1,1,6,1,0.0,0,37.0,1.0,1.0,61.0,74.0,52.0,7.0,菲律宾,45.0,40.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
37,8102028182227615744,1,青城,37,0,0.0,38693.0,1,11,10,0,0,1,0,1,200.0,1,36.0,0.0,1.0,20.0,85.0,20.0,0.0,菲律宾,0.0,0.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
39,8102028182236233728,0,百花,39,0,0.0,49908.0,1,8,8,1,1,1,1,1,0.0,0,31.0,1.0,1.0,46.0,87.0,28.0,5.0,菲律宾,2.0,9.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
45,8102028182339518464,0,武尊,45,0,60.0,72036.0,2,52,26,2,2,2,5,2,1435.0,1,36.0,1.0,1.0,78.0,70.0,39.0,9.0,美国,19.0,59.0,1,0,0,4,1,0,0,2,0,0,0,0,0,1
44,8102028182343974912,0,峨嵋,44,0,0.0,70016.0,2,30,23,2,2,2,5,2,1780.0,1,38.0,1.0,1.0,91.0,72.0,91.0,10.0,菲律宾,18.0,48.0,1,0,0,4,5,3,1,2,0,0,0,0,0,1
1,8102028182372024320,1,青城,1,0,0.0,890.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,8102028182389129216,1,仙禽,28,5,0.0,14092.0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,15.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8102028182415376384,0,武尊,6,0,0.0,1370.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8102028182446997504,0,武尊,45,0,0.0,78427.0,2,44,26,1,1,2,4,2,2280.0,1,39.0,1.0,1.0,81.0,100.0,91.0,7.0,菲律宾,16.0,36.0,0,0,0,1,2,0,1,1,0,0,0,0,0,1
2,8102028182466166787,0,百花,2,0,0.0,980.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,8102028182487105536,0,仙禽,43,2,0.0,73719.0,2,50,30,2,2,2,5,2,0.0,0,22.0,1.0,1.0,56.0,82.0,60.0,11.0,菲律宾,21.0,35.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
40,8102028182495264769,0,仙禽,41,1,60.0,56479.0,2,18,18,2,2,2,4,1,2710.0,1,35.0,1.0,1.0,69.0,31.5,49.0,7.0,菲律宾,9.0,25.0,1,0,0,3,1,0,1,2,0,0,0,0,0,1
35,8102028182506700800,0,峨嵋,36,1,0.0,32883.0,0,10,10,0,0,2,1,0,0.0,0,0.0,1.0,1.0,8.0,30.0,26.0,1.0,菲律宾,3.0,7.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26,8102028182535766016,0,青城,29,3,0.0,20240.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8102028182546284544,0,峨嵋,12,3,0.0,5482.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,8102028182565748736,0,青城,16,1,0.0,9268.0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,8102028182581215233,0,百花,38,0,0.0,42079.0,0,22,13,0,0,1,3,1,0.0,0,0.0,1.0,1.0,15.0,30.0,30.0,0.0,菲律宾,1.0,22.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
35,8102028182588555264,1,青城,36,1,0.0,34804.0,0,14,13,0,0,0,0,0,450.0,1,0.0,0.0,1.0,20.0,100.0,39.0,2.0,菲律宾,0.0,7.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
22,8102028182618243072,0,峨嵋,31,9,0.0,11288.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,菲律宾,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,8102028182663168000,1,青城,36,0,0.0,37404.0,1,8,8,0,0,0,0,0,500.0,1,35.0,0.0,1.0,12.0,100.0,30.0,2.0,菲律宾,0.0,0.0,0,0,0,1,0,0,1,2,0,0,0,0,0,1
36,8102028182672474112,1,仙禽,36,0,0.0,20134.0,0,0,0,0,0,0,1,0,0.0,0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,菲律宾,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,8102028182678536192,1,峨嵋,39,0,0.0,49665.0,1,15,13,1,1,1,1,1,800.0,1,28.0,1.0,1.0,41.0,100.0,28.0,1.0,菲律宾,2.0,1.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
21,8102028182724083712,1,武尊,28,7,0.0,23884.0,1,0,0,0,0,0,0,0,0.0,0,24.0,0.0,1.0,4.0,85.0,21.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20,8102028182724182016,0,青城,21,1,0.0,11464.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,Others,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,8102028182745317376,0,峨嵋,36,0,0.0,32430.0,0,24,13,1,0,0,0,0,250.0,1,0.0,0.0,1.0,5.0,100.0,26.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
28,8102028182753411073,1,青城,38,10,0.0,42124.0,1,6,6,0,1,1,1,0,300.0,1,34.0,1.0,1.0,14.0,70.0,50.0,1.0,菲律宾,2.0,13.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
36,8102028182759768065,0,武尊,36,0,0.0,43773.0,0,11,11,1,0,1,4,0,4150.0,1,0.0,1.0,1.0,43.0,64.0,64.0,3.0,菲律宾,6.0,44.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
16,8102028182798270464,1,峨嵋,20,4,0.0,9366.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,8102028182808035328,0,武尊,42,0,60.0,56617.0,1,20,20,1,1,1,0,1,3270.0,1,36.0,0.0,1.0,65.0,85.0,78.0,1.0,菲律宾,0.0,0.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
36,8102028182815768576,0,青城,38,2,0.0,46779.0,1,24,14,0,0,1,0,0,2000.0,1,35.0,0.0,1.0,47.0,60.0,51.0,6.0,菲律宾,0.0,1.0,1,0,0,4,3,0,1,2,0,0,0,0,0,1
1,8102028182829105152,1,仙禽,1,0,0.0,880.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8102028182830579712,0,峨嵋,43,0,0.0,61040.0,2,32,17,1,2,2,1,1,10165.0,1,23.0,1.0,1.0,27.0,80.0,28.0,0.0,菲律宾,6.0,6.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
35,8102028182865674240,1,青城,36,1,0.0,38602.0,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,1.0,14.0,64.0,39.0,1.0,菲律宾,0.0,1.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
43,8102028182866165760,0,青城,44,1,0.0,72746.0,1,47,26,1,1,2,0,1,0.0,0,38.0,0.0,1.0,61.0,50.0,57.0,14.0,菲律宾,0.0,0.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
42,8102028182879371264,0,百花,42,0,0.0,69182.0,2,25,17,2,2,1,3,1,0.0,0,36.0,1.0,1.0,51.0,50.0,37.0,3.0,菲律宾,14.0,16.0,0,0,0,3,0,0,1,2,0,0,0,0,0,1
2,8102028182885171200,1,青城,2,0,0.0,980.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,8102028182886121472,0,武尊,24,7,0.0,13357.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,8102028182913286144,0,仙禽,36,17,0.0,26206.0,0,0,0,0,0,0,0,0,1220.0,1,0.0,0.0,1.0,23.0,64.0,17.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
29,8102028182913875968,0,青城,30,1,0.0,10822.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8102028182915055616,0,仙禽,43,0,60.0,79326.0,2,28,27,1,2,2,2,1,2505.0,1,37.0,1.0,1.0,93.0,85.0,39.0,15.0,菲律宾,6.0,13.0,1,0,0,7,6,2,3,2,0,0,0,0,0,1
2,8102028182933831680,0,仙禽,2,0,0.0,980.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,8102028182979903490,0,武尊,25,0,0.0,12222.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,5.0,80.0,22.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,8102028183014342656,1,青城,42,0,1980.0,59133.0,1,23,21,1,1,1,0,0,570.0,1,35.0,0.0,1.0,68.0,85.0,30.0,0.0,Others,2.0,1.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
7,8102028183017717760,1,仙禽,7,0,0.0,2704.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8102028180818722816,0,峨嵋,45,0,360.0,100498.0,2,23,23,2,1,1,4,2,0.0,0,37.0,1.0,1.0,102.0,100.0,37.0,7.0,菲律宾,45.0,25.0,1,0,0,3,5,2,0,1,0,0,0,0,0,1
45,8102028180819214338,0,仙禽,45,0,600.0,111918.0,2,36,33,2,2,2,16,2,0.0,0,38.0,1.0,1.0,154.0,45.0,51.0,8.0,菲律宾,164.0,44.0,1,0,1,8,6,3,4,2,0,0,0,0,0,1
45,8102028180819771394,0,武尊,45,0,60.0,122340.0,2,43,36,2,2,2,4,2,595.0,1,36.0,1.0,1.0,88.0,50.0,55.0,14.0,Others,92.0,43.0,1,0,0,4,3,0,1,2,0,0,0,0,0,1
45,8102028180821311488,0,百花,45,0,300.0,114042.0,2,46,36,4,4,4,4,2,0.0,0,35.0,1.0,1.0,137.0,70.0,43.0,16.0,菲律宾,100.0,49.0,0,0,1,8,3,3,3,2,0,0,0,0,0,1
40,8102028180821639170,0,峨嵋,43,3,0.0,72390.0,2,24,23,2,2,2,2,1,0.0,0,39.0,1.0,1.0,55.0,72.0,46.0,9.0,菲律宾,10.0,19.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
41,8102028180821803008,0,青城,41,0,0.0,79154.0,2,27,26,2,1,1,6,2,0.0,0,15.0,1.0,1.0,74.0,27.0,28.0,8.0,菲律宾,48.0,42.0,1,0,0,4,4,1,1,1,0,0,0,0,0,1
45,8102028180824424448,0,武尊,45,0,0.0,99994.0,2,44,33,2,2,2,4,2,0.0,0,37.0,1.0,1.0,90.0,72.0,69.0,19.0,菲律宾,60.0,45.0,0,0,0,4,5,1,0,2,0,0,0,0,0,1
45,8102028180824817664,0,百花,45,0,300.0,84573.0,2,43,33,2,2,2,4,2,0.0,0,36.0,1.0,1.0,90.0,70.0,32.0,12.0,菲律宾,32.0,32.0,1,0,0,4,3,0,1,1,0,0,0,0,0,1
45,8102028180826292226,0,峨嵋,45,0,780.0,124993.0,2,62,33,2,2,2,18,2,0.0,0,35.0,1.0,1.0,143.0,82.0,41.0,35.0,菲律宾,292.0,90.0,1,0,2,7,5,6,4,2,1,0,0,0,0,1
36,8102028180847951873,1,百花,36,0,0.0,17419.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8102028180852604928,0,武尊,45,0,720.0,109156.0,2,44,36,2,2,2,13,2,0.0,0,37.0,1.0,1.0,110.0,70.0,40.0,9.0,菲律宾,282.0,239.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
45,8102028180854341632,0,武尊,45,0,0.0,65705.0,2,40,26,2,2,2,4,2,0.0,0,37.0,1.0,1.0,73.0,64.0,57.0,17.0,菲律宾,28.0,31.0,1,0,0,4,3,1,1,0,0,0,0,0,0,1
43,8102028180857978880,0,武尊,44,1,0.0,79475.0,2,20,20,2,2,2,0,2,6390.0,1,28.0,0.0,1.0,73.0,80.0,65.0,2.0,菲律宾,4.0,17.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
39,8102028180873740288,0,峨嵋,42,3,60.0,53038.0,2,41,20,2,2,2,3,2,3320.0,1,26.0,1.0,1.0,56.0,80.0,41.0,1.0,菲律宾,6.0,32.0,0,0,0,3,0,0,1,2,0,0,0,0,0,1
45,8102028180875182080,0,峨嵋,45,0,0.0,73947.0,2,23,21,1,1,2,1,2,0.0,0,36.0,1.0,1.0,72.0,32.0,48.0,11.0,菲律宾,5.0,7.0,1,0,0,3,4,3,1,2,0,0,0,0,0,1
45,8102028180906606592,0,百花,45,0,0.0,74593.0,2,40,23,2,2,2,1,2,0.0,0,39.0,1.0,1.0,36.0,64.0,96.0,6.0,Others,15.0,10.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
25,8102028180910243841,1,青城,26,1,60.0,25151.0,0,0,0,0,0,1,0,0,850.0,1,0.0,0.0,0.0,0.0,0.0,17.0,1.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,8102028180919943168,0,仙禽,37,4,0.0,34783.0,0,18,16,0,0,0,2,0,0.0,0,0.0,1.0,1.0,23.0,100.0,26.0,2.0,菲律宾,4.0,10.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
39,8102028180927086592,0,青城,39,0,0.0,43204.0,1,15,15,0,0,1,0,3,0.0,0,37.0,0.0,1.0,43.0,64.0,37.0,3.0,菲律宾,1.0,5.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
41,8102028180928299008,0,百花,42,1,0.0,58170.0,2,37,19,2,2,2,0,2,8600.0,1,33.0,0.0,1.0,54.0,72.0,35.0,10.0,菲律宾,0.0,2.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
7,8102028180929937408,1,百花,9,2,0.0,3467.0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,8102028180932427778,0,青城,44,0,0.0,61038.0,2,27,24,1,2,2,4,2,10630.0,1,35.0,1.0,1.0,86.0,85.0,34.0,5.0,菲律宾,18.0,63.0,1,0,0,6,4,4,3,2,0,0,0,0,0,1
31,8102028180932722688,0,武尊,31,0,0.0,37841.0,0,10,10,1,0,1,0,0,2705.0,1,0.0,0.0,1.0,27.0,70.0,49.0,2.0,菲律宾,0.0,2.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
37,8102028180934557696,1,青城,41,4,0.0,57429.0,2,21,20,2,2,2,0,1,0.0,0,35.0,0.0,1.0,52.0,64.0,30.0,6.0,Others,0.0,0.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
32,8102028180941275136,1,仙禽,32,0,0.0,31387.0,0,10,10,0,0,0,0,1,395.0,1,0.0,0.0,1.0,39.0,100.0,23.0,0.0,菲律宾,0.0,0.0,0,0,0,4,1,0,1,2,0,0,0,0,0,1
45,8102028180972470272,0,仙禽,45,0,60.0,103296.0,2,70,36,2,2,2,20,2,0.0,0,36.0,1.0,1.0,163.0,64.0,98.0,33.0,菲律宾,250.0,95.0,1,0,2,6,3,5,3,1,0,0,0,0,0,1
21,8102028180975190016,0,峨嵋,30,9,0.0,24911.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,1.0,1.0,100.0,37.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23,8102028180986068992,1,仙禽,28,5,0.0,24966.0,1,9,9,0,0,0,0,0,0.0,0,15.0,0.0,1.0,2.0,100.0,15.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
45,8102028180987084800,0,峨嵋,45,0,0.0,80043.0,2,47,26,2,2,2,2,2,0.0,0,23.0,1.0,1.0,61.0,70.0,59.0,9.0,菲律宾,7.0,10.0,1,0,0,4,2,0,0,2,0,0,0,0,0,1
41,8102028180993540096,0,峨嵋,41,0,0.0,75998.0,1,16,13,3,2,2,4,2,0.0,0,22.0,1.0,1.0,61.0,82.0,29.0,17.0,菲律宾,7.0,10.0,0,0,0,4,5,2,1,2,0,0,0,0,0,1
45,8102028180995145728,0,青城,45,0,0.0,92167.0,2,41,30,2,2,3,8,2,0.0,0,36.0,1.0,1.0,120.0,64.0,40.0,18.0,菲律宾,58.0,69.0,1,0,1,11,5,7,6,2,1,0,0,0,0,1
40,8102028180995309568,1,武尊,40,0,0.0,52180.0,1,22,20,2,0,1,2,1,720.0,1,36.0,1.0,1.0,56.0,100.0,49.0,6.0,菲律宾,3.0,15.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
43,8102028181018968064,0,仙禽,43,0,0.0,58923.0,2,24,13,0,1,2,2,1,3595.0,1,36.0,1.0,1.0,40.0,84.0,29.0,1.0,菲律宾,15.0,19.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
11,8102028181049966592,1,峨嵋,11,0,0.0,5226.0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,8102028181090664448,0,仙禽,39,7,0.0,45495.0,1,12,11,1,1,3,0,0,800.0,1,26.0,0.0,1.0,52.0,85.0,60.0,5.0,菲律宾,0.0,0.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
18,8102028181145911296,0,峨嵋,35,17,0.0,16261.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8102028181157380096,1,仙禽,3,0,0.0,1278.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,8102028181191786496,0,峨嵋,44,0,0.0,82361.0,2,33,27,2,2,2,5,2,0.0,0,39.0,1.0,1.0,70.0,85.0,34.0,12.0,菲律宾,37.0,42.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
36,8102028181244051456,0,峨嵋,38,2,0.0,36144.0,1,13,11,0,1,2,2,0,760.0,1,26.0,1.0,1.0,21.0,86.0,51.0,0.0,菲律宾,2.0,6.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
45,8102028181307359232,0,百花,45,0,180.0,93827.0,2,33,33,3,4,3,6,2,0.0,0,38.0,1.0,1.0,122.0,54.0,37.0,10.0,菲律宾,38.0,17.0,1,0,0,4,6,4,3,2,0,0,0,0,0,1
1,8102028181313880064,0,青城,1,0,0.0,890.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,8102028181353496576,1,仙禽,44,1,60.0,62357.0,2,19,19,1,2,2,0,2,1540.0,1,37.0,0.0,1.0,64.0,70.0,34.0,3.0,菲律宾,0.0,3.0,1,0,0,4,4,2,1,2,0,0,0,0,0,1
40,8102028181370437632,0,青城,41,1,0.0,55134.0,1,27,16,1,0,1,4,0,0.0,0,37.0,1.0,1.0,30.0,30.0,90.0,4.0,菲律宾,33.0,32.0,0,0,0,2,0,0,1,2,0,0,0,0,0,1
24,8102028181373845504,1,青城,24,0,0.0,12094.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,8102028181394456577,0,青城,34,3,0.0,30218.0,1,9,9,0,0,0,0,0,1570.0,1,25.0,0.0,1.0,8.0,30.0,46.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,8102028181406515201,1,峨嵋,35,0,0.0,41941.0,0,13,13,0,0,1,0,0,500.0,1,0.0,0.0,1.0,47.0,30.0,62.0,5.0,菲律宾,0.0,0.0,1,0,0,4,2,0,1,2,0,0,0,0,0,1
40,8102028181407727616,0,峨嵋,40,0,0.0,58918.0,0,33,20,0,0,1,1,0,3150.0,1,0.0,1.0,1.0,24.0,64.0,40.0,3.0,菲律宾,4.0,7.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
41,8102028181419524096,0,峨嵋,42,1,0.0,67321.0,2,7,7,0,0,2,1,1,0.0,0,31.0,1.0,1.0,56.0,100.0,263.0,14.0,菲律宾,4.0,13.0,1,0,0,4,1,0,1,2,0,0,0,0,0,1
39,8102028181449113600,0,武尊,39,0,0.0,43579.0,1,22,10,0,2,1,0,1,3395.0,1,37.0,0.0,1.0,44.0,82.0,18.0,3.0,菲律宾,0.0,0.0,0,0,0,3,0,0,1,2,0,0,0,0,0,1
37,8102028181454258177,1,青城,38,1,0.0,47287.0,1,39,17,0,0,1,1,0,500.0,1,35.0,1.0,1.0,61.0,85.0,66.0,7.0,菲律宾,0.0,8.0,1,0,0,4,5,0,1,2,0,0,0,0,0,1
22,8102028181530148864,1,青城,23,1,0.0,9676.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,8102028181530542080,0,武尊,37,12,0.0,43778.0,1,13,13,0,0,0,0,1,0.0,0,17.0,0.0,1.0,41.0,70.0,48.0,4.0,菲律宾,0.0,0.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
45,8102028181535358976,0,峨嵋,45,0,60.0,85423.0,2,26,26,2,2,2,4,1,1890.0,1,38.0,1.0,1.0,83.0,27.0,56.0,8.0,菲律宾,21.0,32.0,0,0,0,4,0,0,1,2,0,0,0,0,0,1
41,8102028181565865984,0,青城,42,1,0.0,57580.0,1,32,22,0,1,1,0,1,940.0,1,36.0,0.0,1.0,59.0,100.0,13.0,0.0,菲律宾,0.0,0.0,1,0,0,4,1,0,1,1,0,0,0,0,0,1
10,8102028181595553792,1,峨嵋,25,15,0.0,14580.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8102028181598404608,1,峨嵋,11,10,0.0,5106.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,8102028181616951296,1,峨嵋,8,2,0.0,3496.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,8102028181624127488,0,百花,44,0,0.0,52883.0,2,27,17,1,4,3,0,1,6425.0,1,37.0,0.0,1.0,14.0,70.0,27.0,2.0,菲律宾,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33,8102028181628878848,1,仙禽,37,4,0.0,31611.0,1,22,12,0,0,2,0,0,0.0,1,35.0,0.0,1.0,16.0,100.0,60.0,0.0,菲律宾,0.0,1.0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
21,8102028181663547393,0,青城,36,15,0.0,32308.0,0,10,10,0,0,0,0,0,3690.0,1,0.0,0.0,1.0,3.0,100.0,13.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,8102028181726920704,1,峨嵋,44,0,60.0,75842.0,2,20,20,1,2,2,2,2,370.0,1,28.0,1.0,1.0,82.0,80.0,75.0,4.0,菲律宾,14.0,23.0,1,0,0,4,3,1,1,2,0,0,0,0,0,1
22,8102028181749956608,1,青城,23,1,0.0,9820.0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,9.0,0.0,菲律宾,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
